,Date,Close,SMA,Decision,Cash Balance,Shares Held,Total Value
147,2014-06-11,35.54,33.52399999999998,-1.0,10416.548512987478,0.0,10416.548512987478
148,2014-06-12,36.79,33.45133333333332,-1.0,10416.548512987478,0.0,10416.548512987478
149,2014-06-13,36.9,33.37833333333331,-1.0,10416.548512987478,0.0,10416.548512987478
150,2014-06-16,38.02,33.34499999999998,-1.0,10416.548512987478,0.0,10416.548512987478
151,2014-06-17,38.02,33.32066666666665,-1.0,10416.548512987478,0.0,10416.548512987478
152,2014-06-18,38.74,33.55033333333331,-1.0,10416.548512987478,0.0,10416.548512987478
153,2014-06-19,38.9,33.824999999999974,-1.0,10416.548512987478,0.0,10416.548512987478
154,2014-06-20,39.24,34.067666666666646,-1.0,10416.548512987478,0.0,10416.548512987478
155,2014-06-23,39.52,34.31666666666664,-1.0,10416.548512987478,0.0,10416.548512987478
156,2014-06-24,38.48,34.467999999999975,-1.0,10416.548512987478,0.0,10416.548512987478
157,2014-06-25,39.46,34.67033333333331,-1.0,10416.548512987478,0.0,10416.548512987478
158,2014-06-26,41.44,34.956666666666635,-1.0,10416.548512987478,0.0,10416.548512987478
159,2014-06-27,40.93,35.22866666666664,-1.0,10416.548512987478,0.0,10416.548512987478
160,2014-06-30,40.97,35.51899999999998,-1.0,10416.548512987478,0.0,10416.548512987478
161,2014-07-01,42.05,35.851666666666645,-1.0,10416.548512987478,0.0,10416.548512987478
162,2014-07-02,41.77,36.184999999999974,-1.0,10416.548512987478,0.0,10416.548512987478
163,2014-07-03,41.33,36.50433333333331,-1.0,10416.548512987478,0.0,10416.548512987478
164,2014-07-07,40.23,36.79466666666664,-1.0,10416.548512987478,0.0,10416.548512987478
165,2014-07-08,37.41,37.02499999999998,0.0,10416.548512987478,0.0,10416.548512987478
166,2014-07-09,38.06,37.27666666666664,0.0,10416.548512987478,0.0,10416.548512987478
167,2014-07-10,37.84,37.41233333333331,0.0,10416.548512987478,0.0,10416.548512987478
168,2014-07-11,38.33,37.556666666666636,0.0,10416.548512987478,0.0,10416.548512987478
169,2014-07-14,38.31,37.752333333333304,0.0,10416.548512987478,0.0,10416.548512987478
170,2014-07-15,37.88,37.956666666666635,0.0,10416.548512987478,0.0,10416.548512987478
171,2014-07-16,37.43,38.11833333333331,0.0,10416.548512987478,0.0,10416.548512987478
172,2014-07-17,36.87,38.25066666666664,0.0,10416.548512987478,0.0,10416.548512987478
173,2014-07-18,37.05,38.355999999999966,0.0,10416.548512987478,0.0,10416.548512987478
174,2014-07-21,38.05,38.5133333333333,0.0,10416.548512987478,0.0,10416.548512987478
175,2014-07-22,37.65,38.6193333333333,0.0,10416.548512987478,0.0,10416.548512987478
176,2014-07-23,37.75,38.69866666666664,0.0,10416.548512987478,0.0,10416.548512987478
177,2014-07-24,38.71,38.804333333333304,0.0,10416.548512987478,0.0,10416.548512987478
178,2014-07-25,38.16,38.84999999999998,0.0,10416.548512987478,0.0,10416.548512987478
